ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-6168N|refseq:NP_286765|uniprotkb:P0A9P4	DIP-1079N|uniprotkb:P00274	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:8114095|pubmed:DIP-1680S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-11025E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6217N|uniprotkb:P43529	DIP-6216N|uniprotkb:P43528	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:8805549|pubmed:DIP-17123S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-11054E	dip-quality-status:core	dip:0004(small scale)		-
DIP-6197N|uniprotkb:P42190	DIP-6196N|uniprotkb:P15319	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:10446050|pubmed:DIP-1703S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-11044E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6142N|refseq:NP_285706|uniprotkb:P04475	DIP-6141N|refseq:NP_417104|uniprotkb:P09372	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:2522091|pubmed:DIP-4211S|pubmed:8599944|pubmed:DIP-3986S|pubmed:9103205|pubmed:DIP-1661S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-11009E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6871N|refseq:NP_308693|uniprotkb:P25845	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17622E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6872N|refseq:NP_289856|uniprotkb:P00574	DIP-6873N|refseq:NP_312937|uniprotkb:P00575	 -	-	-	-	MI:0030(cross-linking study)|MI:0401(biochemical)|MI:0004(affinity chromatography technology)|MI:0069(mass spectrometry studies of complexes)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0040(electron microscopy)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:10079080|pubmed:DIP-4045S|pubmed:7752238|pubmed:DIP-2294S|pubmed:10906130|pubmed:DIP-2001S|pubmed:14962387|pubmed:DIP-4044S|pubmed:14962387|pubmed:DIP-4044S|pubmed:9930997|pubmed:DIP-2293S|pubmed:10906130|pubmed:DIP-2001S|pubmed:7918430|pubmed:DIP-4048S|pubmed:321015|pubmed:DIP-4047S|pubmed:11118218|pubmed:DIP-4018S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-17998E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6846N|refseq:NP_416219|uniprotkb:P00887	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17596E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6847N|refseq:NP_418273|uniprotkb:P25665	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17597E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6848N|refseq:NP_418376|uniprotkb:P0AEZ1	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17598E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6849N|refseq:NP_289514|uniprotkb:P04384	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17599E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6851N|refseq:NP_414616|uniprotkb:P09151	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17601E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6852N|refseq:NP_287428|uniprotkb:P0A6J5	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17602E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6853N|refseq:NP_417974|uniprotkb:P80063	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17603E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6854N|refseq:NP_285812|uniprotkb:P0A9P0	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17604E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6856N|refseq:NP_288593|uniprotkb:P37190	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17606E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6857N|refseq:NP_416598|uniprotkb:P37191	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17607E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6858N|uniprotkb:P37192	 -	-	-	-	MI:0029(cosedimentation through density gradient)|MI:0019(coimmunoprecipitation)	-	pubmed:12071968|pubmed:DIP-4212S|pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17608E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-6859N|refseq:NP_311666|uniprotkb:P08324	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17609E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6860N|refseq:NP_288215|uniprotkb:P06977	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17610E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6861N|refseq:NP_286389|uniprotkb:P0AF24	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17611E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6862N|refseq:NP_416800|uniprotkb:P39184	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17612E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6863N|refseq:NP_416540|uniprotkb:P37747	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17613E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6864N|refseq:NP_311133|uniprotkb:P14374	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17614E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6865N|refseq:NP_289029|uniprotkb:P21155	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17615E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6070N|refseq:NP_313249|uniprotkb:P00479	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17616E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6866N|uniprotkb:P25532	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17617E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6867N|refseq:NP_416606|uniprotkb:P76422	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17618E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6868N|refseq:NP_418418|uniprotkb:P30139	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17619E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6869N|refseq:NP_418417|uniprotkb:P30140	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17620E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6870N|refseq:NP_415297|uniprotkb:P12998	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17621E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6873N|refseq:NP_312937|uniprotkb:P00575	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17624E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6874N|refseq:NP_290229|uniprotkb:P08374	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17625E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6875N|refseq:NP_290617|uniprotkb:P02392	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17626E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6876N|refseq:NP_290833|uniprotkb:P02418	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17627E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6877N|refseq:NP_285863|uniprotkb:P0A7V0	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:10647006|pubmed:DIP-1777S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-17628E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-6878N|refseq:NP_416229|uniprotkb:P08312	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17629E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6879N|refseq:NP_416228|uniprotkb:P07395	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17630E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6880N|refseq:NP_418016|uniprotkb:P00961	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17631E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6881N|refseq:NP_416234|uniprotkb:P00955	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17632E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6882N|refseq:NP_289745|uniprotkb:P03003	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17633E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6883N|refseq:NP_290613|uniprotkb:P16921	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17634E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6885N|refseq:NP_289796|uniprotkb:P25663	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17638E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6886N|refseq:NP_416734|uniprotkb:P09097	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17639E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6892N|refseq:NP_418794|uniprotkb:P39407	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17645E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6872N|refseq:NP_289856|uniprotkb:P00574	DIP-9619N|refseq:NP_289829|uniprotkb:P11028	 -	-	-	-	MI:0401(biochemical)|MI:0401(biochemical)	-	pubmed:11866515|pubmed:DIP-2003S|pubmed:11866514|pubmed:DIP-2002S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17997E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9322N|refseq:NP_289905|uniprotkb:P03020	DIP-9390N|refseq:NP_290565|uniprotkb:P0ACN7	 -	-	-	-	MI:0254(genetic interference)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0401(biochemical)	-	pubmed:9215632|pubmed:DIP-2000S|pubmed:8764393|pubmed:DIP-1999S|pubmed:9215632|pubmed:DIP-2000S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0254(genetic interference)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-17999E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-9390N|refseq:NP_290565|uniprotkb:P0ACN7	DIP-9390N|refseq:NP_290565|uniprotkb:P0ACN7	-	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:8764393|pubmed:DIP-1999S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-18000E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6159N|uniprotkb:P0CE47	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17635E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6850N|refseq:NP_414619|uniprotkb:P00893	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17600E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6872N|refseq:NP_289856|uniprotkb:P00574	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17623E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6855N|refseq:NP_418073|uniprotkb:P07913	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17605E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6884N|refseq:NP_286180|uniprotkb:P33138	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17636E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6141N|refseq:NP_417104|uniprotkb:P09372	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0363(inferred by author)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:10647006|pubmed:DIP-1777S|pubmed:19402753|pubmed:DIP-12313S|pubmed:19402753|pubmed:DIP-12313S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-17637E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6888N|refseq:NP_287414|uniprotkb:P18197	DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:10647006|pubmed:DIP-1777S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-17641E	dip-quality-status:core	dip:0002(small scale)		-
DIP-339N|refseq:NP_313151|uniprotkb:P0A6F5	DIP-6889N|refseq:NP_290357|uniprotkb:P07655	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:10647006|pubmed:DIP-1777S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-17642E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
